Client_No,Branch,Gender,D.O.B,Segment,Nationality,JoinDate,Last_transn
2644,AGENCE TANZANIE           ,M,1/1/1990,RETAIL                        ,RW,10/8/2012,12/31/2018
2645,AGENCE TANZANIE           ,F,5/19/1987,RETAIL                        ,RW,12/14/2012,11/27/2015
2646,AGENCE TANZANIE           ,M,1/1/1994,RETAIL                        ,RW,10/31/2014,1/1/1900
2647,AGENCE TANZANIE           ,M,1/1/1993,RETAIL                        ,RW,7/23/2018,10/22/2018
2648,AGENCE TANZANIE           ,M,6/28/1995,RETAIL                        ,RW,2/23/2016,7/15/2019
2649,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,6/28/2017,3/5/2019
2650,AGENCE TANZANIE           ,M,7/17/1944,RETAIL                        ,BI,4/11/2016,6/13/2016
2651,AGENCE TANZANIE           ,F,5/25/1989,RETAIL                        ,RW,9/21/2016,11/30/2017
2652,AGENCE TANZANIE           ,F,12/6/1987,RETAIL                        ,RW,3/14/2013,1/2/2017
2653,AGENCE TANZANIE           ,M,1/1/1980,RETAIL                        ,RW,3/13/2019,5/21/2019
2654,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,4/25/2013,7/15/2019
2655,AGENCE TANZANIE           ,M,1/1/1995,RETAIL                        ,RW,12/6/2017,1/17/2018
2656,AGENCE TANZANIE           ,M,1/1/1982,RETAIL                        ,RW,12/4/2012,9/27/2013
2657,AGENCE TANZANIE           ,M,1/1/1963,RETAIL                        ,RW,9/6/2013,3/4/2019
2658,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,3/12/2015,6/24/2019
2659,AGENCE TANZANIE           ,F,3/10/1997,RETAIL                        ,RW,5/3/2018,8/21/2018
2660,AGENCE TANZANIE           ,M,1/1/1962,RETAIL                        ,RW,7/5/2018,2/4/2019
2661,AGENCE TANZANIE           ,F,6/18/1987,RETAIL                        ,RW,3/5/2013,7/5/2019
2662,AGENCE TANZANIE           ,F,1/1/1991,RETAIL                        ,RW,4/9/2014,8/29/2014
2663,AGENCE TANZANIE           ,F,10/28/1999,RETAIL                        ,RW,8/1/2017,8/28/2018
2664,AGENCE TANZANIE           ,M,4/29/1978,RETAIL                        ,RW,11/10/2016,5/20/2019
2665,AGENCE TANZANIE           ,M,1/1/1994,RETAIL                        ,RW,10/31/2018,1/28/2019
2666,AGENCE TANZANIE           ,F,6/11/1980,RETAIL                        ,BI,12/3/2014,6/21/2019
2667,AGENCE TANZANIE           ,M,1/1/1976,RETAIL                        ,RW,10/9/2017,1/1/1900
2668,AGENCE TANZANIE           ,M,1/1/1990,RETAIL                        ,RW,11/2/2017,8/20/2018
2669,AGENCE TANZANIE           ,F,4/7/1943,RETAIL                        ,IN,6/13/2018,9/26/2018
2670,AGENCE TANZANIE           ,F,2/19/1990,RETAIL                        ,RW,2/20/2018,6/7/2019
2671,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,7/2/2015,7/15/2019
2672,AGENCE TANZANIE           ,F,10/20/1994,RETAIL                        ,RW,9/10/2015,1/1/1900
2673,AGENCE TANZANIE           ,M,8/3/1974,RETAIL                        ,RW,11/14/2017,1/8/2018
2674,AGENCE TANZANIE           ,F,4/8/1952,RETAIL                        ,RW,7/20/2012,12/10/2014
2675,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,7/14/2015,2/21/2019
2676,AGENCE TANZANIE           ,M,1/1/1953,RETAIL                        ,RW,8/4/2016,5/23/2019
2677,AGENCE TANZANIE           ,M,8/31/1987,RETAIL                        ,RW,11/20/2018,7/10/2019
2678,AGENCE TANZANIE           ,M,1/1/1979,RETAIL                        ,RW,8/17/2012,1/21/2016
2679,AGENCE TANZANIE           ,M,1/1/1994,RETAIL                        ,RW,11/2/2017,7/9/2019
2680,AGENCE TANZANIE           ,F,12/25/1981,RETAIL                        ,RW,11/10/2015,7/15/2019
2681,AGENCE TANZANIE           ,M,6/22/1960,RETAIL                        ,BR,8/21/2018,5/31/2019
2682,AGENCE TANZANIE           ,M,5/21/1995,RETAIL                        ,RW,12/5/2016,10/13/2017
2683,AGENCE TANZANIE           ,M,8/12/1973,RETAIL                        ,RW,1/30/2014,7/15/2019
2684,AGENCE TANZANIE           ,F,2/3/1996,RETAIL                        ,RW,10/15/2018,3/7/2019
2685,AGENCE TANZANIE           ,F,1/1/1992,RETAIL                        ,RW,9/24/2012,1/21/2016
2686,AGENCE TANZANIE           ,M,3/25/1962,RETAIL                        ,BI,9/4/2018,7/3/2019
2687,AGENCE TANZANIE           ,F,2/28/1979,RETAIL                        ,RW,2/22/2013,7/3/2018
2688,AGENCE TANZANIE           ,M,3/23/2000,RETAIL                        ,RW,3/4/2019,7/12/2019
2689,AGENCE TANZANIE           ,F,1/8/1986,RETAIL                        ,RW,4/18/2019,1/1/1900
2690,AGENCE TANZANIE           ,F,7/1/1983,RETAIL                        ,RW,8/8/2012,7/15/2019
2691,AGENCE TANZANIE           ,M,9/3/1977,RETAIL                        ,NG,4/5/2019,7/15/2019
2692,AGENCE TANZANIE           ,F,8/13/1979,RETAIL                        ,RW,5/24/2018,7/5/2019
2693,AGENCE TANZANIE           ,M,3/23/1954,RETAIL                        ,RW,12/3/2012,7/1/2019
2694,AGENCE TANZANIE           ,M,1/1/1984,RETAIL                        ,RW,1/3/2018,1/29/2018
2695,AGENCE TANZANIE           ,M,4/3/1985,RETAIL                        ,RW,12/13/2017,1/1/1900
2696,AGENCE TANZANIE           ,F,1/1/1979,RETAIL                        ,RW,1/15/2015,8/28/2017
2697,AGENCE TANZANIE           ,M,10/21/1990,RETAIL                        ,RW,5/29/2019,7/15/2019
2698,AGENCE TANZANIE           ,M,8/28/1964,RETAIL                        ,RW,11/29/2018,7/10/2019
2699,AGENCE TANZANIE           ,M,3/15/1972,RETAIL                        ,RW,3/22/2017,7/15/2019
2700,AGENCE TANZANIE           ,M,5/3/1998,RETAIL                        ,RW,3/22/2017,7/15/2019
2701,AGENCE TANZANIE           ,F,1/1/1995,RETAIL                        ,RW,11/5/2018,2/7/2019
2702,AGENCE TANZANIE           ,M,4/22/1983,RETAIL                        ,GH,12/18/2018,6/28/2019
2703,AGENCE TANZANIE           ,F,1/1/1988,RETAIL                        ,RW,8/5/2016,2/20/2019
2704,AGENCE TANZANIE           ,F,12/10/1967,RETAIL                        ,LR,8/14/2012,7/1/2019
2705,AGENCE TANZANIE           ,M,5/12/1954,RETAIL                        ,RW,5/20/2015,9/3/2015
2706,AGENCE TANZANIE           ,M,7/15/1979,RETAIL                        ,RW,8/22/2013,6/26/2019
2707,AGENCE TANZANIE           ,F,1/1/1995,RETAIL                        ,RW,10/5/2012,7/3/2019
2708,AGENCE TANZANIE           ,M,8/8/1997,RETAIL                        ,RW,10/1/2018,7/15/2019
2709,AGENCE TANZANIE           ,F,3/2/1966,RETAIL                        ,KR,12/17/2018,1/21/2019
2710,AGENCE TANZANIE           ,F,9/16/1969,RETAIL                        ,RW,6/7/2018,7/16/2018
2711,AGENCE TANZANIE           ,F,2/9/1993,RETAIL                        ,RW,6/25/2019,7/12/2019
2712,AGENCE TANZANIE           ,M,7/19/1962,RETAIL                        ,SL,11/28/2016,5/2/2017
2713,AGENCE TANZANIE           ,M,1/1/1991,RETAIL                        ,RW,1/30/2013,7/15/2019
2714,AGENCE TANZANIE           ,M,10/12/1989,RETAIL                        ,RW,12/31/2013,11/27/2015
2715,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,6/22/2012,4/12/2016
2716,AGENCE TANZANIE           ,M,2/7/1989,RETAIL                        ,RW,4/25/2014,11/27/2015
2717,AGENCE TANZANIE           ,M,1/1/1989,RETAIL                        ,RW,12/3/2018,7/15/2019
2718,AGENCE TANZANIE           ,M,1/1/1989,RETAIL                        ,RW,11/22/2012,9/10/2013
2719,AGENCE TANZANIE           ,M,6/17/1997,RETAIL                        ,RW,1/28/2019,6/17/2019
2720,AGENCE TANZANIE           ,F,1/1/1991,RETAIL                        ,RW,3/4/2014,6/30/2014
2721,AGENCE TANZANIE           ,F,11/1/1949,RETAIL                        ,BI,4/24/2018,5/22/2019
2722,AGENCE TANZANIE           ,M,1/1/1990,RETAIL                        ,RW,11/1/2017,4/11/2018
2723,AGENCE TANZANIE           ,F,1/1/1989,RETAIL                        ,RW,12/23/2013,11/27/2015
2724,AGENCE TANZANIE           ,M,1/1/1995,RETAIL                        ,RW,7/11/2018,7/8/2019
2725,AGENCE TANZANIE           ,M,9/17/1997,RETAIL                        ,RW,1/25/2019,7/15/2019
2726,AGENCE TANZANIE           ,M,8/22/1989,RETAIL                        ,RW,1/10/2018,1/1/1900
2727,AGENCE TANZANIE           ,M,2/25/1989,RETAIL                        ,RW,9/14/2012,7/2/2019
2728,AGENCE TANZANIE           ,F,1/1/1988,RETAIL                        ,RW,2/27/2019,7/10/2019
2729,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,3/14/2019,7/15/2019
2730,AGENCE TANZANIE           ,M,4/11/1990,RETAIL                        ,RW,11/1/2017,1/15/2018
2731,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,4/27/2018,4/27/2018
2732,AGENCE TANZANIE           ,M,1/1/1984,RETAIL                        ,RW,9/17/2013,5/28/2019
2733,AGENCE TANZANIE           ,M,6/10/1973,RETAIL                        ,ET,10/19/2015,12/28/2017
2734,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,12/9/2014,1/2/2017
2735,AGENCE TANZANIE           ,F,10/23/1988,RETAIL                        ,RW,10/27/2014,7/2/2019
2736,AGENCE TANZANIE           ,M,7/13/1994,RETAIL                        ,RW,2/12/2018,7/3/2019
2737,AGENCE TANZANIE           ,F,1/1/1986,RETAIL                        ,RW,1/22/2016,7/9/2019
2738,AGENCE TANZANIE           ,F,11/22/1987,RETAIL                        ,RW,5/29/2014,4/3/2017
2739,AGENCE TANZANIE           ,F,10/1/1989,RETAIL                        ,RW,7/5/2019,7/5/2019
2740,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,3/8/2017,7/15/2019
2741,AGENCE TANZANIE           ,M,9/17/1996,RETAIL                        ,RW,6/5/2019,7/15/2019
2742,AGENCE TANZANIE           ,M,1/1/1990,RETAIL                        ,RW,8/1/2016,7/8/2019
2743,AGENCE TANZANIE           ,F,6/16/1991,RETAIL                        ,RW,10/15/2018,7/10/2019
2744,AGENCE TANZANIE           ,F,10/3/1977,RETAIL                        ,RW,8/6/2018,7/1/2019
2745,AGENCE TANZANIE           ,M,1/1/1968,RETAIL                        ,RW,7/25/2016,7/9/2019
2746,AGENCE TANZANIE           ,M,8/17/1987,RETAIL                        ,RW,3/13/2019,1/1/1900
2747,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,3/23/2018,4/10/2019
2748,AGENCE TANZANIE           ,M,1/1/1995,RETAIL                        ,RW,11/7/2016,1/16/2017
2749,AGENCE TANZANIE           ,M,1/1/1976,RETAIL                        ,RW,10/2/2017,7/1/2019
2750,AGENCE TANZANIE           ,M,4/15/1989,RETAIL                        ,RW,12/29/2017,1/8/2018
2751,AGENCE TANZANIE           ,M,1/1/1985,RETAIL                        ,RW,10/27/2014,9/11/2015
2752,AGENCE TANZANIE           ,F,1/1/1964,RETAIL                        ,RW,6/27/2013,11/27/2015
2753,AGENCE TANZANIE           ,F,6/3/1998,RETAIL                        ,RW,8/28/2018,5/27/2019
2754,AGENCE TANZANIE           ,M,7/12/1992,RETAIL                        ,RW,5/30/2018,12/5/2018
2755,AGENCE TANZANIE           ,F,11/23/2015,RETAIL                        ,RW,11/8/2018,5/22/2019
2756,AGENCE TANZANIE           ,F,1/1/1986,RETAIL                        ,RW,11/5/2012,9/27/2013
2757,AGENCE TANZANIE           ,F,3/31/1994,RETAIL                        ,RW,2/11/2014,11/27/2015
2758,AGENCE TANZANIE           ,M,4/25/1987,RETAIL                        ,RW,1/17/2013,1/5/2016
2759,AGENCE TANZANIE           ,F,1/1/1994,RETAIL                        ,RW,8/4/2015,5/5/2016
2760,AGENCE TANZANIE           ,M,1/20/2013,RETAIL                        ,RW,5/7/2013,5/7/2013
2761,AGENCE TANZANIE           ,F,10/4/1988,RETAIL                        ,RW,8/12/2015,6/27/2017
2762,AGENCE TANZANIE           ,M,1/1/1984,RETAIL                        ,RW,11/28/2012,12/1/2015
2763,AGENCE TANZANIE           ,F,1/1/1982,RETAIL                        ,RW,7/13/2017,7/6/2018
2764,AGENCE TANZANIE           ,M,12/12/1997,RETAIL                        ,RW,3/6/2018,1/1/1900
2765,AGENCE TANZANIE           ,M,1/1/1970,RETAIL                        ,RW,9/6/2013,12/3/2018
2766,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,3/24/2016,7/5/2017
2767,AGENCE TANZANIE           ,F,9/10/1985,RETAIL                        ,RW,10/3/2016,2/27/2018
2768,AGENCE TANZANIE           ,M,1/1/1982,RETAIL                        ,RW,11/13/2017,1/9/2018
2769,AGENCE TANZANIE           ,M,2/2/1975,RETAIL                        ,RW,12/4/2017,8/24/2018
2770,AGENCE TANZANIE           ,M,8/18/1985,RETAIL                        ,RW,8/3/2016,1/5/2017
2771,AGENCE TANZANIE           ,F,1/1/1991,RETAIL                        ,RW,6/19/2017,7/3/2017
2772,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,1/21/2019,1/23/2019
2773,AGENCE TANZANIE           ,M,3/27/1955,RETAIL                        ,GE,5/30/2016,1/5/2018
2774,AGENCE TANZANIE           ,F,1/1/1987,RETAIL                        ,RW,6/20/2019,6/27/2019
2775,AGENCE TANZANIE           ,M,1/1/1992,RETAIL                        ,RW,10/24/2017,7/2/2019
2776,AGENCE TANZANIE           ,M,6/3/1965,RETAIL                        ,ZA,11/24/2017,3/25/2019
2777,AGENCE TANZANIE           ,F,7/16/1990,RETAIL                        ,RW,9/6/2012,10/10/2016
2778,AGENCE TANZANIE           ,M,10/27/1979,RETAIL                        ,RW,11/2/2017,7/8/2019
2779,AGENCE TANZANIE           ,M,1/1/1996,RETAIL                        ,RW,4/29/2019,7/15/2019
2780,AGENCE TANZANIE           ,M,10/8/1989,RETAIL                        ,RW,3/4/2013,3/30/2017
2781,AGENCE TANZANIE           ,M,6/7/1982,RETAIL                        ,EG,6/27/2016,3/20/2019
2782,AGENCE TANZANIE           ,M,1/1/1988,RETAIL                        ,RW,5/3/2013,2/26/2014
2783,AGENCE TANZANIE           ,M,1/1/1987,RETAIL                        ,RW,8/23/2012,1/21/2016
2784,AGENCE TANZANIE           ,M,7/25/1959,RETAIL                        ,RW,10/22/2018,12/31/2018
2785,AGENCE TANZANIE           ,F,6/29/1995,RETAIL                        ,RW,10/25/2017,2/5/2018
2786,AGENCE TANZANIE           ,F,12/20/1966,RETAIL                        ,RW,1/9/2013,6/30/2017
2787,AGENCE TANZANIE           ,F,12/26/1957,RETAIL                        ,RW,8/10/2012,12/27/2018
2788,AGENCE TANZANIE           ,F,1/1/1980,RETAIL                        ,RW,9/14/2018,7/9/2019
2789,AGENCE TANZANIE           ,M,11/27/1972,RETAIL                        ,KE,11/19/2018,4/16/2019
2790,AGENCE TANZANIE           ,M,3/31/1993,RETAIL                        ,RW,10/25/2017,7/15/2019
2791,AGENCE TANZANIE           ,M,8/15/1990,RETAIL                        ,RW,4/5/2019,4/24/2019
2792,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,11/9/2016,7/12/2019
2793,AGENCE TANZANIE           ,F,1/1/1978,RETAIL                        ,RW,5/27/2016,7/8/2019
2794,AGENCE TANZANIE           ,M,1/1/1957,RETAIL                        ,RW,3/15/2019,6/13/2019
2795,AGENCE TANZANIE           ,M,1/1/1990,RETAIL                        ,RW,3/19/2013,9/27/2013
2796,AGENCE TANZANIE           ,M,1/1/1998,RETAIL                        ,RW,12/18/2018,2/18/2019
2797,AGENCE TANZANIE           ,F,7/5/1972,RETAIL                        ,UA,8/14/2017,8/14/2017
2798,AGENCE TANZANIE           ,M,1/1/1994,RETAIL                        ,RW,8/1/2016,11/26/2018
2799,AGENCE TANZANIE           ,M,11/19/1974,RETAIL                        ,RW,3/15/2013,6/18/2019
2800,AGENCE TANZANIE           ,M,1/7/1994,RETAIL                        ,RW,4/17/2018,7/3/2019
2801,AGENCE TANZANIE           ,F,7/27/1989,RETAIL                        ,RW,1/11/2016,7/15/2019
2802,AGENCE TANZANIE           ,M,1/1/1991,RETAIL                        ,RW,6/21/2018,12/28/2018
2803,AGENCE TANZANIE           ,F,1/1/1989,RETAIL                        ,RW,3/22/2016,4/29/2016
2804,AGENCE TANZANIE           ,F,1/1/1995,RETAIL                        ,RW,10/9/2017,3/23/2018
2805,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,2/12/2018,6/4/2018
2806,AGENCE TANZANIE           ,M,1/11/1992,RETAIL                        ,MK,6/12/2018,7/15/2019
2807,AGENCE TANZANIE           ,M,9/11/1984,RETAIL                        ,RW,12/11/2012,7/3/2019
2808,AGENCE TANZANIE           ,M,1/1/1983,RETAIL                        ,RW,4/10/2013,1/15/2015
2809,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,4/26/2019,7/2/2019
2810,AGENCE TANZANIE           ,M,4/26/1961,RETAIL                        ,US,1/18/2017,8/27/2018
2811,AGENCE TANZANIE           ,M,11/19/1996,RETAIL                        ,RW,4/3/2019,7/10/2019
2812,AGENCE TANZANIE           ,M,7/17/1992,RETAIL                        ,RW,7/25/2016,7/12/2019
2813,AGENCE TANZANIE           ,F,1/1/1999,RETAIL                        ,RW,11/13/2017,1/8/2018
2814,AGENCE TANZANIE           ,F,1/1/1996,RETAIL                        ,RW,10/15/2013,1/5/2016
2815,AGENCE TANZANIE           ,F,10/5/1997,RETAIL                        ,RW,4/3/2019,7/15/2019
2816,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,2/14/2019,6/17/2019
2817,AGENCE TANZANIE           ,M,10/9/1984,RETAIL                        ,RW,12/1/2017,6/17/2019
2818,AGENCE TANZANIE           ,M,1/1/1968,RETAIL                        ,RW,12/13/2017,1/24/2018
2819,AGENCE TANZANIE           ,M,9/13/2004,RETAIL                        ,RW,1/28/2019,7/5/2019
2820,AGENCE TANZANIE           ,M,10/9/1952,RETAIL                        ,RW,11/9/2012,7/15/2019
2821,AGENCE TANZANIE           ,M,7/26/1975,RETAIL                        ,RW,8/19/2013,6/30/2014
2822,AGENCE TANZANIE           ,M,1/1/1994,RETAIL                        ,RW,1/24/2018,4/18/2018
2823,AGENCE TANZANIE           ,F,2/6/1971,RETAIL                        ,KR,10/31/2018,11/30/2018
2824,AGENCE TANZANIE           ,F,8/29/1991,RETAIL                        ,RW,2/25/2015,7/1/2019
2825,AGENCE TANZANIE           ,F,1/1/1994,RETAIL                        ,RW,11/2/2017,5/13/2019
2826,AGENCE TANZANIE           ,M,3/5/1982,RETAIL                        ,RW,1/20/2014,1/5/2016
2827,AGENCE TANZANIE           ,F,1/1/1985,RETAIL                        ,RW,8/30/2013,6/26/2017
2828,AGENCE TANZANIE           ,M,8/1/1994,RETAIL                        ,RW,4/17/2018,7/1/2019
2829,AGENCE TANZANIE           ,M,1/1/1999,RETAIL                        ,RW,5/23/2019,7/15/2019
2830,AGENCE TANZANIE           ,M,1/1/1988,RETAIL                        ,RW,3/14/2014,1/26/2016
2831,AGENCE TANZANIE           ,M,1/1/1985,RETAIL                        ,RW,11/1/2017,7/8/2019
2832,AGENCE TANZANIE           ,F,1/1/1978,RETAIL                        ,RW,4/19/2013,6/30/2014
2833,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,12/3/2012,4/27/2018
2834,AGENCE TANZANIE           ,M,1/1/1993,RETAIL                        ,RW,1/4/2018,1/1/1900
2835,AGENCE TANZANIE           ,M,2/28/1976,RETAIL                        ,RW,9/2/2016,12/27/2017
2836,AGENCE TANZANIE           ,M,11/5/1972,RETAIL                        ,RW,6/28/2016,7/2/2019
2837,AGENCE TANZANIE           ,M,4/20/1989,RETAIL                        ,RW,5/11/2017,7/17/2017
2838,AGENCE TANZANIE           ,F,5/25/1990,RETAIL                        ,RW,8/20/2013,3/26/2019
2839,AGENCE TANZANIE           ,M,1/1/1989,RETAIL                        ,RW,6/2/2015,3/8/2017
2840,AGENCE TANZANIE           ,C,1/1/1900,RETAIL                        ,RW,8/3/2017,6/7/2019
2841,AGENCE TANZANIE           ,M,2/8/1990,RETAIL                        ,RW,8/21/2017,10/10/2017
2842,AGENCE TANZANIE           ,F,12/17/1983,RETAIL                        ,RW,1/8/2016,7/2/2019
2843,AGENCE TANZANIE           ,F,6/9/1985,RETAIL                        ,RW,2/27/2019,7/10/2019
2844,AGENCE TANZANIE           ,F,1/1/1992,RETAIL                        ,RW,8/1/2016,12/31/2018
